RankQS,Name,location,size,focus,research,age band,status,ar score,ar rank,er score,er rank,fsr score,fsr rank,cpf score,cpf rank,ifr score,ifr rank,isr score,isr rank,irn score,irn rank,ger score,ger rank,score scaled
651-700,Thammasat University,TH,XL,FC,HI,4,A,21.9,378,37.8,250,25.3,579,2.1,601+,12,601+,1.8,601+,18,601+,81.6,98,-
651-700,Universidad de Antioquia,CO,XL,FC,HI,5,A,30.1,287,44.1,217,4.6,601+,4.4,601+,4.4,601+,1.3,601+,44.6,601+,19.5,601+,-
651-700,Universidad Externado de Colombia ,CO,L,FO,MD,5,B,13.1,501+,52.6,158,39.3,396,1.1,601+,9.6,601+,1.7,601+,1.4,601+,18.7,601+,-
651-700,Universidad ICESI,CO,M,FC,MD,3,B,4.8,501+,10.9,501+,71.1,180,1.7,601+,5.4,601+,2.4,601+,8.5,601+,15.6,601+,-
651-700,Universidad Nacional del Centro de la Provincia de Buenos Aires (UNICEN),AR,L,FC,MD,3,A,5.4,501+,2.4,501+,81.1,130,1.4,601+,,,,,15,601+,4,601+,-
651-700,Universidad Peruana Cayetano Heredia (UPCH),PE,M,FO,VH,4,B,9.9,501+,10.9,501+,66.4,214,2.9,601+,1.5,601+,3.2,601+,29.3,601+,20.7,574,-
651-700,Universitat Ramon Llull,ES,L,CO,HI,3,B,10.4,501+,47.1,199,7.1,601+,8.7,601+,94.4,146,35.6,388,34.3,601+,10.6,601+,-
651-700,Universiti Teknologi MARA - UiTM,MY,XL,FC,VH,2,A,26.8,317,47.4,195,14.8,601+,2.7,601+,2,601+,1.7,601+,57.4,601+,10.8,601+,-
651-700,"University of Alabama, Birmingham",US,L,FC,VH,4,A,6.9,501+,4.6,501+,42.8,364,36.1,386,,,,,67.7,485,4.7,601+,-
651-700,University of Debrecen,HU,L,FC,HI,5,A,17.8,485,9.4,501+,27.4,554,3.8,601+,8.4,601+,78.3,161,57.4,601+,30.7,408,-
651-700,University of Genoa,IT,L,FC,VH,5,A,16.9,499,3.7,501+,10.3,601+,41.7,338,5.1,601+,12.1,601+,83.3,266,4.9,601+,-
651-700,University of Huddersfield,UK,L,CO,VH,3,A,10.7,501+,10.4,501+,6.3,601+,25,491,77.4,227,70.6,197,75.2,387,3.8,601+,-
651-700,University of Hull,UK,L,FC,HI,4,A,7.5,501+,4.6,501+,16.6,601+,28.9,442,58.7,311,50.3,291,75.6,378,16.3,601+,-
651-700,University of Manitoba,CA,XL,FC,VH,5,A,14.3,501+,19.3,475,38.9,400,11,601+,,,30,427,76,375,27.7,456,-
651-700,University of Nebraska - Lincoln,US,L,CO,VH,5,A,10.5,501+,5.3,501+,19.4,601+,38.4,363,46.2,375,11.6,601+,78.7,336,17.5,601+,-
651-700,University of Plymouth,UK,L,FC,HI,5,A,9,501+,12.9,501+,12,601+,34.9,392,48.3,362,33.9,398,80.8,310,6,601+,-
651-700,University of Southern Queensland ,AU,L,CO,HI,3,A,7.9,501+,8.4,501+,4.6,601+,43,321,74.1,241,40.1,345,81.4,298,3.8,601+,-
701-750,American University,US,M,CO,HI,5,B,16.3,501+,29.2,332,32.3,479,4.8,601+,3.3,601+,17.2,575,16.2,601+,54.7,216,-
701-750,American University of the Middle East,KW,M,SP,MD,2,C,13.1,501+,17,501+,17.2,601+,2.9,601+,100,3,24.2,475,23,601+,96.9,36,-
701-750,Boğaziçi University,TR,L,CO,HI,5,A,21,398,47.1,200,4.4,601+,14.3,601+,12.3,601+,2.9,601+,39,601+,70.6,134,-
701-750,Brno University of Technology,CZ,L,FO,VH,5,A,12.3,501+,29.4,329,20.2,601+,6.3,601+,12.2,601+,68,211,73.9,413,26.3,470,-
701-750,Charles Darwin University ,AU,M,CO,VH,2,A,5.3,501+,3.4,501+,5.1,601+,31.3,422,56.4,326,86.7,126,43.5,601+,4.1,601+,-
701-750,City University of New York,US,XL,FC,VH,4,A,24.4,348,37.7,251,10.3,601+,5.7,601+,7.4,601+,5.4,601+,92.1,121,21.3,557,-
701-750,Eötvös Loránd University,HU,L,CO,VH,5,A,23.9,354,15.3,501+,17.1,601+,7.1,601+,5.6,601+,15.3,601+,68.2,478,43,297,-
701-750,Free University of Bozen-Bolzano,IT,S,FO,VH,3,A,4,501+,1.6,501+,12.1,601+,39.7,353,79.8,220,28.5,440,53.3,601+,6.6,601+,-
701-750,Institut Teknologi Sepuluh Nopember (ITS Surabaya),ID,L,SP,VH,2,A,13,501+,30.3,322,30.7,503,1.8,601+,60,307,2.9,601+,12.2,601+,19.8,595,-
701-750,Jadavpur University,IN,L,CO,VH,5,A,14.6,501+,4.5,501+,10.9,601+,42.5,328,,,1.1,601+,51.3,601+,22.6,537,-
701-750,Jinan University (China),CN,XL,FC,VH,4,A,3.9,501+,2,501+,9.3,601+,34.5,397,49.4,353,83.9,140,52.1,601+,2.3,601+,-
701-750,Jouf University,SA,L,FC,MD,2,A,5.4,501+,4.8,501+,43.7,351,1.7,601+,100,25,3.1,601+,25.9,601+,4.8,601+,-
701-750,Kagoshima University,JP,M,FC,HI,4,A,5,501+,2.4,501+,68.6,195,4.7,601+,4.5,601+,3.3,601+,30.8,601+,3.4,601+,-
701-750,Khoja Akhmet Yassawi International Kazakh-Turkish University,KZ,M,FC,MD,3,A,11.7,501+,13.4,501+,49.9,317,1.2,601+,5.8,601+,21.7,513,4.1,601+,13.8,601+,-
701-750,King Khalid University,SA,XL,FC,HI,2,A,10,501+,2.7,501+,36.5,428,1.9,601+,100,29,3.4,601+,42.7,601+,8.5,601+,-
701-750,"National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute""",UA,L,FO,VH,5,A,14.7,501+,26.7,360,43.6,354,1.5,601+,1.2,601+,2.8,601+,15.2,601+,15.7,601+,-
701-750,Pavol Jozef Šafárik University in Košice,SK,M,FC,HI,4,A,3.9,501+,2.6,501+,57.7,270,4,601+,2.2,601+,61.8,228,34.3,601+,27.8,453,-
701-750,Princess Nourah bint Abdulrahman University,SA,L,CO,HI,4,A,14.4,501+,19.3,476,18.3,601+,1.5,601+,85.5,197,37,375,39.8,601+,4.1,601+,-
701-750,Ritsumeikan University,JP,XL,CO,HI,5,B,13.3,501+,68.6,103,9.3,601+,3.6,601+,27,508,11.4,601+,28.1,601+,9.1,601+,-
701-750,Southern Cross University ,AU,M,CO,VH,2,A,4.1,501+,3.5,501+,3.9,601+,34.8,393,73.5,243,88.1,120,57.3,601+,7.1,601+,-
701-750,Stevens Institute of Technology,US,M,CO,VH,5,B,2.5,501+,3.4,501+,5.9,601+,41.4,342,42.1,399,86.3,131,27.5,601+,17,601+,-
701-750,Tallinn University of Technology (TalTech),EE,M,FO,VH,5,A,12.7,501+,10.8,501+,25.1,584,9.4,601+,35.2,441,37.3,369,79.7,325,84.6,88,-
701-750,Tokushima University,JP,M,FC,VH,4,A,4.5,501+,1.5,501+,67.4,203,8.3,601+,3,601+,2.8,601+,20.6,601+,8.7,601+,-
701-750,Tokyo Metropolitan University,JP,M,CO,VH,2,A,11.7,501+,5.1,501+,27.7,542,26.4,471,6.4,601+,7.6,601+,37.8,601+,6,601+,-
701-750,Tokyo University of Agriculture and Technology ,JP,M,FO,VH,4,A,11.8,501+,5.6,501+,14.1,601+,41.9,335,5.6,601+,6.4,601+,46.2,601+,5.1,601+,-
701-750,Universidad Católica del Uruguay (UCU),UY,S,CO,MD,3,B,11,501+,16.1,501+,49.9,318,1.3,601+,11.8,601+,2.8,601+,6.9,601+,44.5,286,-
701-750,Universidad Central de Venezuela,VE,XL,FC,MD,5,A,21.2,395,46.3,205,21.4,601+,1.2,601+,,,,,22,601+,15.2,601+,-
701-750,Universidad de La Sabana,CO,M,FC,MD,3,B,17.3,491,51.4,161,19.9,601+,1.9,601+,8.5,601+,2.4,601+,7.5,601+,7.6,601+,-
701-750,Universidad Iberoamericana IBERO,MX,L,FC,MD,4,B,17.5,489,39.9,235,29.3,523,1.3,601+,6.6,601+,2.6,601+,7.1,601+,50,249,-
701-750,Universidad San Francisco de Quito (USFQ),EC,M,FC,MD,3,B,12.5,501+,17.7,501+,32.6,470,2.2,601+,62.9,300,2.2,601+,18.5,601+,19.6,598,-
701-750,Universidade Federal de Minas Gerais      ,BR,XL,FC,VH,5,A,31,272,8.7,501+,11.8,601+,8.6,601+,9,601+,2.1,601+,62.8,535,37.6,343,-
701-750,Universiti Tenaga Nasional (UNITEN),MY,S,SP,VH,3,C,6.9,501+,14.8,501+,43.7,350,11.5,601+,8.1,601+,37.9,361,44.7,601+,14.8,601+,-
701-750,University of Bradford,UK,M,CO,VH,4,A,8.1,501+,6.4,501+,7.9,601+,23.8,504,53.9,338,84.3,137,57.9,595,23.5,517,-
701-750,University of Cincinnati,US,XL,FC,VH,5,A,12.4,501+,11,501+,23.3,601+,26.4,468,6.6,601+,8.3,601+,80.4,317,26.1,473,-
701-750,University of Haifa,IL,L,FO,VH,4,A,12.9,501+,9,501+,27.5,551,21.2,536,15.7,601+,4.4,601+,57,601+,17,601+,-
701-750,University of Kentucky,US,L,FC,VH,5,A,11.6,501+,14.9,501+,21.2,601+,28.4,449,16.5,601+,4.4,601+,82.2,286,15.6,601+,-
701-750,University of Mons ,BE,M,CO,VH,2,A,5.8,501+,20.5,449,3.7,601+,44.3,309,32.6,457,38.7,356,45.3,601+,16.8,601+,-
701-750,University of New Brunswick,CA,M,CO,VH,5,A,4.4,501+,12.1,501+,24.9,586,21.2,537,64.8,284,26.9,455,52.2,601+,16.6,601+,-
701-750,University of New Mexico,US,L,FC,VH,5,A,12.7,501+,7.2,501+,32.7,468,21.6,532,10.8,601+,4.4,601+,77.7,351,7.7,601+,-
701-750,University of Oklahoma,US,L,FC,VH,5,A,9.5,501+,13.2,501+,16.6,601+,37.1,377,24.4,529,5.6,601+,71,449,27,462,-
701-750,University of Oregon,US,L,CO,VH,5,A,17,497,11.9,501+,14.3,601+,30,429,8,601+,6.3,601+,55.9,601+,30.2,414,-
701-750,University of Pecs,HU,L,FC,HI,5,A,12.7,501+,8.6,501+,35.6,434,2.7,601+,9.1,601+,62.5,225,40.9,601+,16.6,601+,-
701-750,University of Portsmouth,UK,L,CO,VH,3,A,7.9,501+,13.3,501+,8.4,601+,17.9,583,73.7,242,81.6,150,79,333,6.5,601+,-
701-750,University of South Bohemia,CZ,M,FO,VH,3,A,5.2,501+,2.3,501+,71.4,178,5,601+,,,,,53.2,601+,10.3,601+,-
701-750,University of South Carolina,US,XL,FC,VH,5,A,15.4,501+,18.5,490,11.5,601+,27.4,457,21.8,559,4.4,601+,81,305,26.3,471,-
701-750,University of the Basque Country,ES,XL,CO,VH,3,A,18.1,476,5.5,501+,35.7,432,12.8,601+,2.7,601+,4.4,601+,91.7,127,9.7,601+,-
701-750,University of Trieste,IT,L,FC,HI,4,A,11.8,501+,3.7,501+,4.5,601+,52.3,246,6.7,601+,9.7,601+,80.2,320,5.3,601+,-
701-750,University of Vermont,US,L,FC,HI,5,A,3.1,501+,3.4,501+,52.7,296,20.9,542,6.1,601+,3.5,601+,48.7,601+,27.7,454,-
701-750,University of Westminster,UK,L,CO,HI,3,A,11.7,501+,8.3,501+,6.3,601+,7.2,601+,78.2,223,99.9,24,41.1,601+,29.8,420,-
701-750,Victoria University ,AU,L,CO,HI,3,A,7.3,501+,6.4,501+,2.3,601+,36.3,383,44.7,379,77.2,167,52.8,601+,7.8,601+,-
701-750,Vilnius Gediminas Technical University,LT,M,SP,VH,4,A,9.6,501+,20.6,446,36.3,429,7.7,601+,13,601+,28.9,435,44.2,601+,23.9,508,-
701-750,Virginia Commonwealth University,US,L,FC,VH,5,A,6.9,501+,8.9,501+,45.9,337,15.4,601+,13.7,601+,3.4,601+,78,347,18,601+,-
701-750,Zayed University,AE,M,CO,HI,2,A,11.8,501+,13.9,501+,25.6,576,4.8,601+,100,12,2.1,601+,41,601+,14.5,601+,-
751-800,Beijing University of Technology,CN,L,CO,VH,4,A,7.2,501+,4.2,501+,41,382,22.1,526,5.5,601+,3.2,601+,25.6,601+,7.4,601+,-
751-800,Belarusian National Technical University (BNTU),BY,L,SP,MD,5,A,10.9,501+,23.6,406,41.6,375,1.1,601+,2.4,601+,13.9,601+,4.8,601+,27.2,459,-
751-800,Chonnam National University,KR,L,FC,VH,4,A,9.4,501+,4.8,501+,41.2,380,14.3,601+,8.9,601+,13.1,601+,32.2,601+,3.5,601+,-
751-800,Chungnam National University,KR,L,FC,VH,4,A,9.7,501+,9.4,501+,42.5,367,9.1,601+,7.8,601+,12.9,601+,33,601+,7.5,601+,-
751-800,Clark University,US,S,CO,VH,5,B,2.8,501+,2.1,501+,29.6,518,22,528,15.9,601+,59.3,240,25.3,601+,56.5,204,-
751-800,CY Cergy Paris University,FR,M,FO,VH,1,A,3.1,501+,2.3,501+,36.8,422,10.3,601+,46.3,373,48.3,302,43.3,601+,3.5,601+,-
751-800,Dankook University ,KR,L,FC,HI,4,B,3.2,501+,3.4,501+,68.6,196,3.1,601+,4.9,601+,6.4,601+,16.5,601+,3.4,601+,-
751-800,Florida International University,US,XL,FC,HI,4,A,14.3,501+,24.2,398,11.2,601+,16,601+,20.9,572,13.3,601+,90.6,149,14.5,601+,-
751-800,Howard University,US,M,FC,HI,5,B,5.7,501+,9.9,501+,56.7,273,4,601+,1,601+,5,601+,22.4,601+,34.3,372,-
751-800,Instituto Politécnico Nacional (IPN),MX,XL,FO,VH,4,A,20,422,50.9,164,9.2,601+,2.8,601+,2.9,601+,1.2,601+,60.9,558,9.5,601+,-
751-800,Instituto Tecnológico Autónomo de México (ITAM),MX,M,FO,HI,4,B,14.2,501+,47.4,194,11.9,601+,2,601+,64.1,289,1.7,601+,5.1,601+,68.7,145,-
751-800,Instituto Tecnológico de Buenos Aires (ITBA),AR,S,FO,HI,4,B,8.4,501+,24.3,394,31.9,483,1.7,601+,43.2,391,14.8,601+,5.8,601+,36.4,355,-
751-800,Keele University ,UK,M,FC,VH,4,A,6.1,501+,2.9,501+,17.7,601+,24.9,494,54.7,334,30.4,424,59.8,571,3.3,601+,-
751-800,Lanzhou University,CN,XL,CO,VH,5,A,7.3,501+,1.7,501+,24.7,590,35.3,388,2.7,601+,1.7,601+,59.9,569,4.3,601+,-
751-800,Lobachevsky University,RU,L,FO,VH,5,A,8.1,501+,4.7,501+,52.8,295,2.3,601+,2.5,601+,21.5,518,17.8,601+,5.5,601+,-
751-800,"Manipal Academy of Higher Education, Manipal, Karnataka, India",IN,L,FC,HI,3,B,7.9,501+,8.9,501+,51.9,303,3.6,601+,1.8,601+,7.6,601+,46.6,601+,10.7,601+,-
751-800,Memorial University of Newfoundland,CA,L,FC,HI,4,A,6.2,501+,7.1,501+,11.9,601+,28.1,451,27.6,503,62.1,227,77,364,7.1,601+,-
751-800,Michigan Technological University,US,M,CO,VH,5,A,4.6,501+,5.6,501+,28.3,538,35.2,389,16.4,601+,10.8,601+,45.3,601+,17.5,601+,-
751-800,Middlesex University,UK,L,CO,HI,3,A,5,501+,5,501+,8,601+,16.3,601+,85.2,201,98.9,47,56.5,601+,9.7,601+,-
751-800,Osaka Prefecture University ,JP,M,CO,VH,4,A,4.9,501+,7.3,501+,52.6,299,9.8,601+,4.9,601+,3.9,601+,20.4,601+,5.9,601+,-
751-800,Paris Lodron University of Salzburg,AT,M,CO,VH,5,A,8.8,501+,1.1,501+,7.7,601+,10.6,601+,92.6,160,93.1,94,68.3,477,19.1,601+,-
751-800,Philipps-Universität Marburg ,DE,L,FC,HI,5,A,13.8,501+,4.3,501+,6.9,601+,33.7,408,18.4,598,25.1,469,69.2,468,6.6,601+,-
751-800,Pontificia Universidad Católica de Valparaíso,CL,L,CO,HI,4,B,25.2,335,25,382,5.7,601+,6.6,601+,12.3,601+,1.6,601+,44.7,601+,4,601+,-
751-800,Riga Technical University,LV,M,CO,VH,5,A,11.8,501+,22.4,421,22.6,601+,3,601+,15.9,601+,57.5,249,30,601+,61,186,-
751-800,Saint Petersburg Electrotechnical University ETU-LETI,RU,M,FO,VH,5,A,4.1,501+,3.9,501+,53.4,294,1.8,601+,5.4,601+,51.5,284,11,601+,4.3,601+,-
751-800,Shiraz University,IR,L,CO,VH,4,A,7.3,501+,6,501+,5.9,601+,53.4,240,1.1,601+,1.7,601+,48.8,601+,26.1,474,-
751-800,Syracuse University,US,L,CO,VH,5,B,13.6,501+,15.9,501+,14.6,601+,17,596,5.4,601+,41.4,333,48.9,601+,51.9,238,-
751-800,Temple University,US,XL,FC,VH,5,A,12.6,501+,9.1,501+,24.7,591,19.4,568,4.4,601+,6.1,601+,81.2,300,22.8,534,-
751-800,Universidad Adolfo Ibáñez,CL,M,FO,VH,3,B,17,496,58.5,132,4,601+,5.2,601+,37.8,420,4.8,601+,14.1,601+,17.6,601+,-
751-800,Universidad Autónoma Chapingo,MX,M,FO,HI,5,A,3.5,501+,2.5,501+,66.4,213,1.4,601+,3.1,601+,1.4,601+,2.8,601+,7.3,601+,-
751-800,Universidad Católica Andres Bello,VE,M,FO,MD,4,B,24.2,351,49.7,176,3.3,601+,1,601+,1.5,601+,2.5,601+,,,28.5,443,-
751-800,Universidad de la República (Udelar),UY,XL,FC,HI,5,A,22.8,365,18.7,485,22.6,601+,1.7,601+,7,601+,2.9,601+,42.1,601+,21.9,551,-
751-800,Universidad de San Andrés - UdeSA,AR,S,SP,HI,3,B,6,501+,21.2,437,51,309,2,601+,8.9,601+,5,601+,2.1,601+,76.4,116,-
751-800,Universidad del Rosario,CO,M,FO,VH,5,B,13.6,501+,52,160,19.2,601+,2.9,601+,12.3,601+,1.6,601+,22.2,601+,37.8,341,-
751-800,Universidade de Santiago de Compostela,ES,L,CO,VH,5,A,22,376,7.3,501+,13.2,601+,19.5,567,2,601+,5.7,601+,82,290,17.8,601+,-
751-800,Universidade Federal do Rio Grande Do Sul ,BR,XL,FC,VH,5,A,28.5,300,3.9,501+,10,601+,11.7,601+,2.5,601+,1.8,601+,73.8,415,10.5,601+,-
751-800,Universitas Padjadjaran,ID,XL,FO,VH,4,A,14.6,501+,24.3,395,33.4,460,1.3,601+,23,544,1.6,601+,13.7,601+,8.5,601+,-
751-800,Universitat Rovira i Virgili,ES,L,FC,HI,3,A,6.3,501+,2.1,501+,17.2,601+,43.1,318,7.9,601+,23.6,485,82.4,281,5.3,601+,-
751-800,Université Côte d\'Azur,FR,XL,FC,HI,1,A,16,501+,2.9,501+,5,601+,25.9,478,33.4,451,42.1,327,82.7,276,2.6,601+,-
751-800,Université de Lille,FR,XL,FO,VH,1,A,25,340,3.7,501+,4.8,601+,10.9,601+,18.3,599,19.3,548,92.2,120,4.6,601+,-
751-800,Université de Sherbrooke,CA,L,FC,HI,4,A,6.1,501+,11.2,501+,21.6,601+,21,541,57.4,320,9.4,601+,44.4,601+,10.5,601+,-
751-800,Université de Sousse,TN,L,FC,HI,2,A,2.8,501+,1,501+,71.4,176,1.6,601+,1.1,601+,2.4,601+,21.4,601+,11.7,601+,-
751-800,University Duesseldorf,DE,XL,FC,HI,4,A,12.9,501+,6.6,501+,37.9,406,8.5,601+,,,17.1,579,66.8,494,12.9,601+,-
751-800,University of Denver,US,M,CO,VH,5,B,4.9,501+,8.1,501+,48.2,324,12.2,601+,2.6,601+,5.9,601+,19.2,601+,37.2,351,-
751-800,University of Houston,US,XL,CO,VH,4,A,14.4,501+,15.8,501+,4.4,601+,35.2,390,6.3,601+,9.1,601+,77.2,359,29.9,418,-
751-800,University of Hyderabad,IN,M,FC,HI,3,A,11.4,501+,3.1,501+,17.8,601+,38.7,359,2.1,601+,2.2,601+,29.7,601+,9.7,601+,-
751-800,University of Siena,IT,L,FC,HI,5,A,11.9,501+,2.8,501+,8.3,601+,42.2,331,2.1,601+,17.7,564,57.5,601+,4,601+,-
751-800,University of Windsor,CA,L,CO,VH,5,A,2.8,501+,6.3,501+,1.7,601+,57.7,216,,,41,338,53.6,601+,20.1,587,-
801-1000,Academician Y.A. Buketov Karaganda University,KZ,L,FO,HI,4,B,11.5,501+,15.1,501+,29.1,528,1.2,601+,13.8,601+,4,601+,2.1,601+,22.7,535,-
801-1000,"Adam Mickiewicz University, Poznań",PL,XL,CO,VH,5,A,16.1,501+,6.1,501+,27.2,556,5.4,601+,7.2,601+,4.9,601+,84.4,250,7,601+,-
801-1000,AGH University of Science and Technology,PL,L,CO,VH,5,A,8.8,501+,11.8,501+,33.9,457,7.4,601+,2.3,601+,2.5,601+,64.7,514,5.4,601+,-
801-1000,Ain Shams University ,EG,XL,FC,HI,4,A,20.4,412,18.6,488,9.5,601+,1.9,601+,26.8,509,6.3,601+,72.5,435,31.8,395,-
801-1000,Australian Catholic University,AU,L,CO,VH,3,A,7,501+,11.4,501+,5,601+,15,601+,74.1,240,49.5,295,43.2,601+,4.3,601+,-
801-1000,Bangladesh University of Engineering and Technology,BD,M,SP,VH,4,A,14.1,501+,25.2,381,21.7,601+,9.5,601+,,,1.1,601+,11.7,601+,46.8,272,-
801-1000,Beijing Foreign Studies University,CN,M,SP,HI,4,A,5,501+,2.1,501+,29.5,520,1.4,601+,22.4,554,30.3,425,3.6,601+,9.2,601+,-
801-1000,Beijing Jiaotong University,CN,L,CO,VH,2,A,10,501+,4.2,501+,17.5,601+,26,477,5.7,601+,11.8,601+,47.4,601+,11.6,601+,-
801-1000,Beijing University of Chinese Medicine,CN,M,FC,VH,2,A,4.4,501+,1.4,501+,38,405,6.8,601+,,,10.1,601+,10.7,601+,2.8,601+,-
801-1000,Beijing University of Posts and Telecommunications,CN,L,CO,VH,3,A,2.9,501+,2,501+,10.9,601+,42.6,325,5.6,601+,1.9,601+,24.2,601+,13.6,601+,-
801-1000,Beirut Arab University ,LB,M,FC,MD,4,B,9.8,501+,15.9,501+,14.3,601+,2.3,601+,70.1,257,43.5,319,17,601+,42.6,303,-
801-1000,Bournemouth University,UK,L,CO,HI,3,A,5.2,501+,11.1,501+,5.9,601+,21.1,538,77.8,224,52.7,276,65.2,506,11.4,601+,-
801-1000,Budapest University of Technology and Economics,HU,L,FO,VH,5,A,14.6,501+,19.8,464,17,601+,8.8,601+,2.5,601+,19.4,546,78.7,338,29.4,431,-
801-1000,Ca' Foscari University of Venice ,IT,L,FO,VH,5,A,17.8,483,17.1,501+,4.7,601+,14.5,601+,32.6,456,7.9,601+,47,601+,8.4,601+,-
801-1000,Catania University,IT,L,FC,VH,5,A,11.4,501+,3.2,501+,4.6,601+,33.3,410,1.7,601+,1.5,601+,61.4,552,4.8,601+,-
801-1000,Chandigarh University,IN,L,FO,HI,2,B,8.6,501+,31.8,310,18.7,601+,1.3,601+,24.6,528,11.2,601+,12.2,601+,,,-
801-1000,Chang Jung Christian University,TW,M,CO,HI,3,B,4.6,501+,2.5,501+,41.8,373,1.7,601+,6.6,601+,5.3,601+,3.3,601+,7.5,601+,-
801-1000,Charles Sturt University ,AU,M,CO,VH,3,A,4.1,501+,7.5,501+,6.4,601+,9.6,601+,30.1,474,93.1,93,64.5,517,8.1,601+,-
801-1000,China University of Mining and Technology,CN,L,CO,VH,3,A,3,501+,1.7,501+,6.4,601+,50.2,259,,,,,35.6,601+,9.2,601+,-
801-1000,Clarkson University,US,S,CO,VH,5,B,1,501+,3.2,501+,15.9,601+,39.2,356,49.6,352,9.2,601+,42.9,601+,19,601+,-
801-1000,Clemson University,US,L,CO,VH,5,A,8.1,501+,16.4,501+,12.5,601+,21,540,2.1,601+,5.1,601+,71.3,445,12,601+,-
801-1000,College of William and Mary,US,M,CO,VH,5,A,8,501+,12.4,501+,30,511,19,573,6.5,601+,7.6,601+,34,601+,65.9,161,-
801-1000,Cracow University of Technology (Politechnika Krakowska),PL,L,FO,VH,4,A,11.3,501+,25.2,380,21.4,601+,4.1,601+,2.3,601+,2.2,601+,36.1,601+,6.3,601+,-
801-1000,Czech University of Life Sciences in Prague,CZ,L,FO,VH,5,A,10.1,501+,6.2,501+,8.8,601+,9.3,601+,28.1,498,52.4,277,85.1,238,10,601+,-
801-1000,De La Salle University,PH,L,CO,HI,4,B,19.1,450,34.3,284,11.5,601+,4.1,601+,2.2,601+,3,601+,13.2,601+,76.3,117,-
801-1000,De Montfort University,UK,L,CO,HI,5,A,4.7,501+,5.2,501+,5.9,601+,6.8,601+,73.4,245,95.1,76,63.4,529,3.6,601+,-
801-1000,Diponegoro University,ID,XL,FC,HI,4,A,15,501+,24.2,396,13.1,601+,1.4,601+,21.1,568,2.6,601+,13.9,601+,14.2,601+,-
801-1000,Donghua University,CN,L,FO,VH,3,A,2.8,501+,1.4,501+,29,529,30.2,427,2.5,601+,3.8,601+,34.7,601+,2.5,601+,-
801-1000,Duy Tan University,VN,L,CO,VH,3,C,8.8,501+,24.7,387,3.9,601+,19.5,566,37.6,423,1.2,601+,81.8,294,23.3,519,-
801-1000,Edinburgh Napier University,UK,L,CO,HI,3,A,4.4,501+,4,501+,5,601+,9.4,601+,62.7,301,88.6,117,42.1,601+,9.5,601+,-
801-1000,Gdańsk University of Technology,PL,M,FO,VH,5,A,8.5,501+,13.1,501+,37.3,415,11.1,601+,3.3,601+,5.3,601+,61.8,548,6.6,601+,-
801-1000,Georgia State University,US,XL,CO,VH,4,A,12.7,501+,19.7,469,4.8,601+,26.1,474,8.5,601+,6.3,601+,51.7,601+,16.6,601+,-
801-1000,German Jordanian University,JO,S,FO,VH,2,A,5.8,501+,9.3,501+,24.6,592,3.8,601+,56.1,327,17.6,568,31.9,601+,54.6,217,-
801-1000,Gulf University for Science and Technology,KW,S,FO,HI,2,C,7.7,501+,7.1,501+,8.4,601+,4.1,601+,100,13,24.9,470,6.1,601+,100,6,-
801-1000,Hacettepe University ,TR,XL,FC,HI,4,A,18,480,18.8,483,8.6,601+,5.4,601+,3.1,601+,2.7,601+,72.8,426,15.2,601+,-
801-1000,Harbin Engineering University,CN,L,FO,VH,4,A,2.9,501+,1.4,501+,19.1,601+,33.7,407,3.4,601+,2.8,601+,30,601+,6.6,601+,-
801-1000,Indian Institute of Technology Bhubaneswar,IN,S,FO,VH,2,A,3.5,501+,3.8,501+,16.1,601+,48.6,271,1.7,601+,1,601+,11.6,601+,23.3,518,-
801-1000,Indiana University–Purdue University Indianapolis,US,L,FC,HI,4,A,8.3,501+,7.1,501+,20,601+,17.7,587,30.7,467,5.4,601+,42.8,601+,3.8,601+,-
801-1000,Instituto Tecnológico de Santo Domingo (INTEC),DO,M,FO,MD,4,A,3.7,501+,8.7,501+,46.5,333,1.1,601+,14.7,601+,3.5,601+,7.6,601+,31,401,-
801-1000,International Christian University,JP,S,CO,MD,4,C,4.3,501+,12,501+,16.6,601+,1.7,601+,76.4,231,14.8,601+,7,601+,33.5,379,-
801-1000,Islamic University of Madinah,SA,L,FO,MD,4,A,3.5,501+,3.5,501+,9.5,601+,1.3,601+,80.7,217,100,1,8.4,601+,4.6,601+,-
801-1000,Istanbul University,TR,XL,FC,HI,5,A,24.6,345,15.2,501+,3.1,601+,5.4,601+,9.2,601+,17.6,569,68.3,475,29.5,427,-
801-1000,"ITESO, Universidad Jesuita de Guadalajara",MX,M,CO,MD,4,B,5.7,501+,7.7,501+,44.1,348,1,601+,2.8,601+,1.6,601+,2.1,601+,8.5,601+,-
801-1000,Jamia Millia Islamia,IN,M,CO,VH,5,A,6.3,501+,3,501+,40.2,391,15.4,601+,3.9,601+,2.4,601+,38.7,601+,7.3,601+,-
801-1000,Jordan University of Science & Technology,JO,L,CO,HI,3,A,16.6,501+,24.7,386,15,601+,4.4,601+,8.1,601+,20,537,54.1,601+,17.6,601+,-
801-1000,Kansas State University ,US,L,CO,VH,5,A,9.8,501+,10.5,501+,13,601+,22.6,519,51.5,346,7.5,601+,73,423,17.9,601+,-
801-1000,Kasetsart University,TH,XL,CO,VH,4,A,23.2,362,25.8,371,6.9,601+,2.6,601+,6.3,601+,1.3,601+,44.4,601+,18,601+,-
